season,player_id,team_id,locked_segment_count
2000-01,1683,1610612737,2
2000-01,1918,1610612764,2
2000-01,1960,1610612738,2
2000-01,2065,1610612764,2
2000-01,2143,1610612755,2
2000-01,223,1610612744,2
2000-01,359,1610612739,2
2000-01,386,1610612756,2
2000-01,724,1610612753,2
2001-02,1110,1610612737,2
2001-02,1601,1610612762,2
2001-02,1910,1610612737,2
2001-02,216,1610612747,2
2001-02,695,1610612746,2
2002-03,180,1610612743,2
2002-03,2357,1610612739,2
2002-03,2366,1610612737,2
2003-04,123,1610612751,2
2003-04,1514,1610612762,2
2003-04,1630,1610612762,2
2003-04,1760,1610612753,2
2003-04,1934,1610612758,2
2003-04,1985,1610612755,2
2003-04,2055,1610612737,2
2003-04,2061,1610612744,2
2003-04,2228,1610612745,2
2003-04,2241,1610612757,2
2003-04,239,1610612750,2
2003-04,2452,1610612744,2
2003-04,2639,1610612753,2
2003-04,2669,1610612741,2
2003-04,283,1610612765,2
2004-05,1901,1610612759,2
2004-05,2040,1610612751,2
2004-05,2079,1610612751,2
2004-05,2321,1610612756,2
2004-05,2451,1610612740,2
2004-05,2454,1610612740,2
2004-05,2891,1610612753,2
2004-05,56,1610612738,2
2004-05,673,1610612742,2
2004-05,922,1610612765,2
2004-05,924,1610612749,2
2004-05,998,1610612743,2
2005-06,101211,1610612739,2
2005-06,101230,1610612760,2
2005-06,1985,1610612739,2
2005-06,2043,1610612760,2
2005-06,2668,1610612749,2
2005-06,2684,1610612759,3
2006-07,101187,1610612766,2
2006-07,101215,1610612746,2
2006-07,200811,1610612762,2
2007-08,1741,1610612743,2
2007-08,200784,1610612743,2
2007-08,200984,1610612739,2
2007-08,201235,1610612754,2
2007-08,2035,1610612759,2
2007-08,2669,1610612756,2
2007-08,2867,1610612748,2
2007-08,2873,1610612739,2
2007-08,699,1610612759,2
2008-09,101214,1610612739,3
2008-09,1502,1610612753,2
2008-09,200978,1610612753,2
2008-09,201234,1610612739,2
2008-09,201235,1610612756,2
2008-09,2032,1610612763,2
2008-09,2410,1610612746,2
2008-09,2669,1610612741,2
2008-09,686,1610612765,2
2009-10,101183,1610612748,2
2009-10,101183,1610612757,2
2009-10,101215,1610612745,2
2009-10,200839,1610612745,2
2009-10,201181,1610612741,2
2009-10,202066,1610612745,2
2009-10,2073,1610612750,2
2009-10,980,1610612739,2
2010-11,101249,1610612741,2
2010-11,201187,1610612766,2
2010-11,201980,1610612759,2
2010-11,201991,1610612764,2
2010-11,202399,1610612744,2
2010-11,202419,1610612757,2
2010-11,2260,1610612746,2
2010-11,2863,1610612737,2
2011-12,1922,1610612755,2
2011-12,200780,1610612740,2
2011-12,201286,1610612759,2
2011-12,202148,1610612748,3
2011-12,202388,1610612740,2
2011-12,202498,1610612740,2
2011-12,202862,1610612751,2
2011-12,2229,1610612741,4
2011-12,2250,1610612746,2
2012-13,201970,1610612754,2
2012-13,202725,1610612748,2
2012-13,203146,1610612755,2
2012-13,2457,1610612737,2
2013-14,200756,1610612744,3
2013-14,200761,1610612747,2
2013-14,201858,1610612737,2
2013-14,202130,1610612760,2
2013-14,202874,1610612749,2
2013-14,203091,1610612758,2
2013-14,203187,1610612738,2
2013-14,203268,1610612751,2
2013-14,203473,1610612753,2
2013-14,2229,1610612741,3
2014-15,200811,1610612752,2
2014-15,201962,1610612740,2
2014-15,201985,1610612739,2
2014-15,201991,1610612746,2
2014-15,202498,1610612752,2
2014-15,202706,1610612746,2
2014-15,202952,1610612755,2
2014-15,203113,1610612758,2
2014-15,203187,1610612762,2
2014-15,203210,1610612763,2
2014-15,203268,1610612749,2
2014-15,203485,1610612750,2
2014-15,203564,1610612763,2
2014-15,203949,1610612744,3
2014-15,204020,1610612748,2
2014-15,204022,1610612762,2
2014-15,204025,1610612755,2
2014-15,204065,1610612758,2
2015-16,1626174,1610612755,3
2015-16,1626214,1610612740,3
2015-16,1626253,1610612743,2
2015-16,1627293,1610612746,2
2015-16,200797,1610612763,4
2015-16,201965,1610612746,2
2015-16,203928,1610612756,2
2015-16,203930,1610612743,2
2015-16,203951,1610612753,2
2015-16,204098,1610612763,3
2016-17,101179,1610612756,2
2016-17,1628021,1610612747,2
2016-17,201628,1610612745,2
2016-17,201962,1610612763,3
2016-17,202087,1610612743,2
2016-17,202130,1610612740,2
2016-17,202362,1610612750,2
2016-17,202682,1610612739,2
2016-17,203510,1610612742,2
2016-17,203527,1610612737,2
2016-17,203934,1610612737,2
2016-17,203948,1610612743,2
2017-18,1627215,1610612740,2
2017-18,1627858,1610612742,4
2017-18,1628513,1610612762,2
2017-18,1628537,1610612737,2
2017-18,201196,1610612764,2
2017-18,201628,1610612745,2
2017-18,202348,1610612740,2
2017-18,202732,1610612740,2
2017-18,203580,1610612740,2
2017-18,204037,1610612747,2
2017-18,2731,1610612740,2
2018-19,1626184,1610612764,2
2018-19,1626210,1610612751,2
2018-19,1626257,1610612742,2
2018-19,1627863,1610612745,2
2018-19,1629164,1610612743,2
2018-19,1629168,1610612737,2
2018-19,1629185,1610612745,2
2018-19,201975,1610612761,2
2018-19,203477,1610612750,2
2018-19,203917,1610612739,2
2018-19,203961,1610612761,2
2019-20,1626147,1610612751,2
2019-20,1627733,1610612744,2
2019-20,1627737,1610612744,2
2019-20,1627789,1610612751,2
2019-20,1628035,1610612739,4
2019-20,1628539,1610612744,2
2019-20,1628985,1610612760,2
2019-20,1629076,1610612739,3
2019-20,1629109,1610612753,2
2019-20,1629140,1610612764,2
2019-20,1629147,1610612766,2
2019-20,201229,1610612763,2
2020-21,1627745,1610612747,2
2020-21,1627780,1610612744,3
2020-21,1628395,1610612764,2
2020-21,1628414,1610612740,3
2020-21,1629662,1610612739,2
2020-21,1629743,1610612753,2
2020-21,1630222,1610612745,2
2020-21,202326,1610612746,2
2020-21,202697,1610612751,2
2020-21,203460,1610612751,2
2020-21,204025,1610612763,2
2021-22,1626147,1610612754,3
2021-22,1626169,1610612747,3
2021-22,1627853,1610612752,3
2021-22,1627863,1610612762,3
2021-22,1628035,1610612741,2
2021-22,1628238,1610612756,2
2021-22,1628382,1610612756,2
2021-22,1628391,1610612761,3
2021-22,1628432,1610612743,3
2021-22,1629033,1610612742,2
2021-22,1629109,1610612740,2
2021-22,1629117,1610612746,2
2021-22,1629312,1610612748,3
2021-22,1629607,1610612740,2
2021-22,1629617,1610612757,2
2021-22,1629635,1610612747,2
2021-22,1629650,1610612739,2
2021-22,1629657,1610612748,2
2021-22,1629658,1610612760,2
2021-22,1629683,1610612744,2
2021-22,1629735,1610612748,2
2021-22,1629751,1610612763,2
2021-22,1629752,1610612738,2
2021-22,1629875,1610612746,2
2021-22,1630199,1610612765,3
2021-22,1630207,1610612754,2
2021-22,1630314,1610612757,2
2021-22,1630602,1610612737,2
2021-22,1630612,1610612739,2
2021-22,1630648,1610612764,2
2021-22,1630846,1610612760,3
2021-22,202326,1610612743,3
2021-22,202328,1610612750,2
2021-22,202688,1610612742,2
2022-23,1626246,1610612745,2
2022-23,1628408,1610612758,2
2022-23,1629650,1610612751,2
2022-23,1630240,1610612756,2
2022-23,1630241,1610612739,2
2022-23,1630580,1610612761,2
2022-23,1630696,1610612748,2
2022-23,1631115,1610612748,2
2022-23,1631160,1610612759,2
2022-23,1631211,1610612752,2
2022-23,1631220,1610612740,2
2022-23,1631311,1610612744,2
2022-23,201949,1610612754,2
2022-23,203476,1610612759,4
2023-24,1629308,1610612758,2
2023-24,1629603,1610612752,2
2023-24,1629610,1610612752,4
2023-24,1629716,1610612766,2
2023-24,1629750,1610612741,2
2023-24,1630204,1610612757,2
2023-24,1630562,1610612763,2
2023-24,1631210,1610612752,2
2023-24,1631250,1610612739,2
2023-24,1631338,1610612761,2
2023-24,1631386,1610612757,2
2023-24,201949,1610612754,2
2023-24,201959,1610612752,3
2023-24,202694,1610612739,2
2023-24,203933,1610612750,2
2024-25,1628995,1610612744,2
2024-25,1629643,1610612755,2
2024-25,1630346,1610612752,2
2024-25,1630542,1610612755,2
2024-25,1630658,1610612761,2
2024-25,1631197,1610612761,2
2024-25,1631250,1610612755,2
2024-25,1642382,1610612760,4
2024-25,200782,1610612752,2
2024-25,203901,1610612740,3
2025-26,1626192,1610612766,2
2025-26,1628396,1610612754,3
2025-26,1629726,1610612754,2
2025-26,1630164,1610612754,2
2025-26,1630625,1610612738,2
2025-26,1631113,1610612762,2
2025-26,1631132,1610612763,2
2025-26,1631174,1610612763,2
2025-26,1641723,1610612747,2
2025-26,1641869,1610612751,2
2025-26,1642403,1610612765,2
2025-26,1643016,1610612762,2
2025-26,1643047,1610612756,2
2025-26,201144,1610612750,2
